id,postCode,postName,postAddress,dairaName,wilayaCode,wilayaName
900,10100,Ighrem,Ighrem Centre 10100,M'chedallah,10,Bouira
901,10101,Bouira Izhabi Boualem,Cité 140 Logts 10101 Bouira,Bouira,10,Bouira
902,10102,Ain Bessem Mahi Ahmed,Cité Dahmani Mahfoudh 10102,Ain Bessem,10,Bouira
903,10103,Ras Bouira,Ras Bouira Benabdellah 10112,Bouira,10,Bouira
904,10104,Bouira Pole Universitaire,Pole Universitaire Bouira,Bouira,10,Bouira
905,10105,Bouira Gare Routiere,Bouira Gare Routiere 10005,Bouira,10,Bouira
906,10106,Sour El Ghozlane Gare Routiere,Gare Routiere Seg 10006,Sour El Ghozlane,10,Bouira
907,10107,Ain Bessem Zerdeb Mohamed,Route De Souk El Khemis,Ain Bessem,10,Bouira
908,10108,Bouira Universite,Cité 1100 Bouira 10108,Bouira,10,Bouira
909,10109,Residence Universitaire Ainouche Chama,Cité 140 Logts 10101 Bouira,Bouira,10,Bouira
910,14062,Sebt,Cité Centrale,Lakhdaria,10,Bouira
911,39040,Taghzout,Route Nationale N°48,Haizer,10,Bouira
912,11000,Tamanrasset,Cité El Hofra,Tamanrasset,11,Tamanrasset
913,11002,In Kouf,Cité In Kouf,Tamanrasset,11,Tamanrasset
914,11003,In Amguel,In Amguil,Tamanrasset,11,Tamanrasset
915,11006,Serssouf,Cité Serssouf,Tamanrasset,11,Tamanrasset
916,11007,Silet,Silet,Silet,11,Tamanrasset
917,11008,Tamanrasset Assihar,Tamanrasset,Tamanrasset,11,Tamanrasset
918,11009,Tamanrasset Assoro,Cité Assourou,Tamanrasset,11,Tamanrasset
919,11010,Tazrouk,Tazrouk,Tazrouk,11,Tamanrasset
920,11012,Abalessa,Ablessa,Silet,11,Tamanrasset
921,11013,Amguid,Amguid,Tazrouk,11,Tamanrasset
922,11014,Amsel,Amsel,Tamanrasset,11,Tamanrasset
923,11019,Hirafouk,Hirafouk,Tazrouk,11,Tamanrasset
924,11020,Ideles,Idles,Tazrouk,11,Tamanrasset
925,11022,Outoul,Outoul,Tamanrasset,11,Tamanrasset
926,11025,Tamanrasset Centre Ville,Centre Ville,Tamanrasset,11,Tamanrasset
927,11026,Tamanrasset Gare Routiere,Gare Routiere,Tamanrasset,11,Tamanrasset
928,11027,Tamanrasset Hadj Moussa,Universite Tamanrasset,Tamanrasset,11,Tamanrasset
929,11028,Tamanrasset Terre,6 Eme Region Militaire,Tamanrasset,11,Tamanrasset
930,11030,Tintarabene,Tintarabene,Tazrouk,11,Tamanrasset
931,11031,Teberbert,Teberbert,Tazrouk,11,Tamanrasset
932,11032,Tahifet,Tahifet,Tamanrasset,11,Tamanrasset
933,11033,Indalag,Indalag,Tamanrasset,11,Tamanrasset
934,11034,Tamanrasset Etablissement  Postal Itinerant 1,,Tamanrasset,11,Tamanrasset
935,,Tamanrasset Base Aerienne,Tamanrasset Base Aerienne,Tamanrasset,11,Tamanrasset
936,,Outoul Groupement Militaire,Outoul Groupement Militaire,Tamanrasset,11,Tamanrasset
937,,In Kouf Groupement Regional Gendarmerie,In Kouf Groupement Regional Gendarmerie,Tamanrasset,11,Tamanrasset
938,12000,Tebessa,Cité Djebel El Djorf,Tebessa,12,Tébessa
939,12001,Bir El Ater,Centre Ville Bir El Ater,Bir El Ater,12,Tébessa
940,12002,Cheria,Centre Ville Cheria,Cheria,12,Tébessa
941,12003,Ouenza,Centre Ville Ouenza,Ouenza,12,Tébessa
942,12004,Tebessa Minerve,Route De Constantine,Tebessa,12,Tébessa
943,12005,El Aouinet,Centre Ville El Aouinet,El Aouinet,12,Tébessa
944,12006,El Kouif,Centre Ville El Kouif,El Kouif,12,Tébessa
945,12007,Tebessa La Concorde,Cité La Concorde Tebessa,Tebessa,12,Tébessa
946,12008,Ain Zerga,Route Nationale Nâ° 82 Ain Zerga,Ouenza,12,Tébessa
947,12009,Bir El Ater 19 Juin,Cité El Djabel 19 Juin Bea,Bir El Ater,12,Tébessa
948,12011,Bir Mokadem,Centre Ville B.Mokkadem,Bir Mokadem,12,Tébessa
949,12012,Boukhadra,Cité Guenze Hassenaoui Boukhadra,El Aouinet,12,Tébessa
950,12013,Draa Limame,Cité Draa Limame Tebessa,Tebessa,12,Tébessa
951,12014,El Ma Labiod,Cité 54 Log El Ma Labiod,El Malabiod,12,Tébessa
952,12015,El Ogla,Centre Ville El Ogla,El Ogla,12,Tébessa
953,12016,Hammamet,Centre Ville Hammamet,Bir Mokadem,12,Tébessa
954,12017,Morsott,Centre Ville Morsott,Morsott,12,Tébessa
955,12018,Tebessa Ezzouhour,Cité Ezzouhour Tebessa,Tebessa,12,Tébessa
956,12019,Bekkaria,Centre Ville Bekkaria,El Kouif,12,Tébessa
957,12020,Bir El Ater El Imrane,Cité El Imrane Bir El Ater,Bir El Ater,12,Tébessa
958,12021,Cheria 9 Octobre,Cité 09 Ocobre Cheria,Cheria,12,Tébessa
959,12022,Djebel Anoual,Cité 1er Nov Tebessa,Tebessa,12,Tébessa
960,12023,El Meridj,Centre Ville El Meridj,Ouenza,12,Tébessa
961,12024,Negrine,Centre Ville Negrine,Negrine,12,Tébessa
962,12025,Ouenza 1er Novembre,Cité Centrale Ouenza,Ouenza,12,Tébessa
963,12026,Ouenza Amel,Cité El Amel Ouenza,Ouenza,12,Tébessa
964,12027,Oum Ali,Centre Ville Oum Ali,Oum Ali,12,Tébessa
965,12028,Tebessa Ennahdha,Cité 414 Logement Tebessa,Tebessa,12,Tébessa
966,12029,Tebessa Omnisport,Route D'Annaba Tebessa,Tebessa,12,Tébessa
967,12030,Ain Chenia Gare,Village Chania Gare,El Aouinet,12,Tébessa
968,12031,Ain Fadha,Village Ain Fedha,Morsott,12,Tébessa
969,12032,Ain Ghrab,Village Ain Ghrab,El Ogla,12,Tébessa
970,12033,Ain Sidi Salah,Village Ain Sidi Salah,Ouenza,12,Tébessa
971,12034,Ain Zeguaieg,Village Ain Zeguieg,El Malabiod,12,Tébessa
972,12035,Bedjene,Village Bedjen,El Ogla,12,Tébessa
973,12036,Bir D'Heb,Village Bir D'Heb,Morsott,12,Tébessa
974,12037,Bir El Ouesra,Village Bir El Ouesra,Oum Ali,12,Tébessa
975,12038,Bouchebka,Village Bouchebka,El Malabiod,12,Tébessa
976,12039,Boulhaf,Village Boulhef Dyr,El Kouif,12,Tébessa
977,12040,Dyr,Village Dyr,Ouenza,12,Tébessa
978,12041,Lahouidjebet,Village El Houdjebet,El Malabiod,12,Tébessa
979,12042,El Mezraa,Village El Mazraa,El Ogla,12,Tébessa
980,12043,El Ogla El Malha,Village El Ogla El Malah,Bir El Ater,12,Tébessa
981,12044,Ferkane,Village Ferkane,Negrine,12,Tébessa
982,12045,Foum El Matleg,Village Foum El Matleg,Bir El Ater,12,Tébessa
983,12046,Gourigueur,Village Gourigueur,Bir Mokadem,12,Tébessa
984,12047,Guentis,Village Guentis,El Ogla,12,Tébessa
985,12048,Kissa,Village Kissa,El Kouif,12,Tébessa
986,12049,Mesloula,Village Mesloula,El Aouinet,12,Tébessa
987,12051,Ras El Ayoun,Village Ras El Ayoun,El Kouif,12,Tébessa
988,12052,Tazbent,Village Tazbent,Bir Mokadem,12,Tébessa
989,12053,Thilidjene,Village Thlidjen,Cheria,12,Tébessa
990,12054,Torricha,Village Torricha,Morsott,12,Tébessa
991,12055,Toualbia,Village Toualbia,El Kouif,12,Tébessa
992,12056,Cheria Nememcha,Route Thlidjen Cheria,Cheria,12,Tébessa
993,12057,Ouenza Chaine Gora,Cité 6 Mai Ouenza,Ouenza,12,Tébessa
994,12058,El Aouinet 20 Aout 55,Cité 20 Aout 55 El Aouinet,El Aouinet,12,Tébessa
995,12059,Tebessa El Matar,Route Aeroport Tebessa,Tebessa,12,Tébessa
996,12060,Tebessa Chadli Ben Djedid,Cité Skanska Tebessa,Tebessa,12,Tébessa
997,12061,Tebessa Brakni Ali Ben Younes,Cité Addl Tebessa,Tebessa,12,Tébessa
998,12062,Tebessa Cheikh Larbi Tebessi,Universite Larbi Tebessi,Tebessa,12,Tébessa
999,12063,Tebessa Residence Universitaire 19 Mai,Residence Universitaire El Wiame,Tebessa,12,Tébessa
1000,12064,Tebessa Universite,"Universite Larbi Tebessi,Tebessa",Tebessa,12,Tébessa
1001,12065,Bir El Ater Gare Routiere,"Gare Routiere Bir El Ater,Tebessa",Tebessa,12,Tébessa
1002,12066,Tebessa Gare Routiere,Tebessa Gare Routiere,Tebessa,12,Tébessa
1003,12067,Ouenza Gare Routiere,Ouenza Gare Routiere,Ouenza,12,Tébessa
1004,12068,Cheria Gare Routiere,Cheria Gare Routiere,Cheria,12,Tébessa
1005,,Doukkane,,Tebessa,12,Tébessa
1006,23013,Boukhadra,Cité 800 Logts,El Aouinet,12,Tébessa
1007,26059,El Aouinet,El Aouinet Centre,El Aouinet,12,Tébessa
1008,34043,Boulhaf,Boulhaf,El Kouif,12,Tébessa
1009,13000,Tlemcen,Bd Colonel Lotfi Place Du 1er Mai,Tlemcen,13,Tlemcen
1010,13001,Maghnia,Rue Emir Abdelkader,Maghnia,13,Tlemcen
1011,13002,Ghazaouet,1 Rue De La Republique,Ghazaouet,13,Tlemcen
1012,13003,Maghnia Azzouni,Cité Azzouni M Maghnia Azzouni,Maghnia,13,Tlemcen
1013,13004,Nedroma,Rue Mohamed Boudiaf,Nedroma,13,Tlemcen
1014,13005,Remchi,Rue Independance Remchi,Remchi,13,Tlemcen
1015,13006,Sebdou,Rue Emir Abdelkader 1er Novembre 1954,Sebdou,13,Tlemcen
1016,13007,Tlemcen Cerisiers,Rue Larbi Ben M'Hidi Tlemcen Cerisiers,Tlemcen,13,Tlemcen
1017,13008,Bensekrane,Rue Colonel Lotfi,Bensekrane,13,Tlemcen
1018,13009,Hennaya,Rue 1er Novembre 1954,Hennaya,13,Tlemcen
1019,13010,Ouled Mimoun Moualid Djelloul,Bd De La Republique,Ouled Mimoun,13,Tlemcen
1020,13011,Sabra,Rue Emir Abdelkader,Sabra,13,Tlemcen
1021,13012,Ain Tellout,Hai El Ennasr,Ain Tellout,13,Tlemcen
1022,13013,Ain Youcef,1er Novembre 1954,Remchi,13,Tlemcen
1023,13014,Bab El Assa,Cité Olivier Bab El Assa,Bab El Assa,13,Tlemcen
1024,13015,Honaine,Rue 18 Fevrier Honaine,Honnaine,13,Tlemcen
1025,13016,Imama,Complexe Ptt,Tlemcen,13,Tlemcen
1026,13017,Marsa Ben M'Hidi,B D Principal Marsa Ben M'Hidi,Marsa Ben Mehdi,13,Tlemcen
1027,13018,Nedroma Abdelmoumene,Cité Ben Badis,Nedroma,13,Tlemcen
1028,13019,Sidi Abdelli,Centre Ville Sidi Abdelli,Bensekrane,13,Tlemcen
1029,13020,Souahlia,Rue De La Mosquee,Ghazaouet,13,Tlemcen
1030,13021,Tlemcen Boudghene,Fg Boudghene,Tlemcen,13,Tlemcen
1031,13022,Ain Fezza,Route Nationale 07,Chetouane,13,Tlemcen
1032,13023,Ain Ghoraba,Rue De La Poste Cité El Tofoula Nâ°10,Mansourah,13,Tlemcen
1033,13024,Arbouz,Arbouz Centre,Marsa Ben Mehdi,13,Tlemcen
1034,13025,Beni Ouarsous,Rue De La Poste,Remchi,13,Tlemcen
1035,13026,Bouhallou,Rue De Bouhallou,Sabra,13,Tlemcen
1036,13027,Boukanoun,Route D'Arbouz,Marsa Ben Mehdi,13,Tlemcen
1037,13028,Boutrak,Route Boutrak,Fellaoucene,13,Tlemcen
1038,13029,Djebala,Rue De L'APC Djebala,Nedroma,13,Tlemcen
1039,13030,El Abed,Rue De La Poste,Sidi Djillali,13,Tlemcen
1040,13031,El Aricha,Hai Chouhada,Sebdou,13,Tlemcen
1041,13032,El Bor,Rue Sidi Ouchaa,Ghazaouet,13,Tlemcen
1042,13033,El Fehoul,Rue Belaidouni Med,Remchi,13,Tlemcen
1043,13034,El Gor,Rue L'Independance Slimani Med,Sebdou,13,Tlemcen
1044,13035,Fillaoucene,Rue Djerief Aek,Fellaoucene,13,Tlemcen
1045,13036,Hammam Boughrara,Route Nationale 35,Maghnia,13,Tlemcen
1046,13037,El Khemis Beni Snous,Rue De La Poste Ancienne Mairie,Beni Snous,13,Tlemcen
1047,13038,Khemisti,Route Beni Mester 1,Mansourah,13,Tlemcen
1048,13039,Khoriba,Rue 1er Novembre1954,Nedroma,13,Tlemcen
1049,13040,Maaziz,Bd Principale,Maghnia,13,Tlemcen
1050,13041,Mezaourou Sidi Brahim,Rue De Nedroma,Ghazaouet,13,Tlemcen
1051,13042,Sebaa Chioukh,Rue Independance,Remchi,13,Tlemcen
1052,13043,Sidi Djillali,Cité 11 Decembre,Sidi Djillali,13,Tlemcen
1053,13044,Sidi Medjahed,Rue Sidi Medjahed,Beni Boussaid,13,Tlemcen
1054,13045,Sidi Zouaoui Keddari Kouider,Hai El Rahma,Beni Boussaid,13,Tlemcen
1055,13046,Souani,Rue Achi Ahmed Souani,Bab El Assa,13,Tlemcen
1056,13047,Tient,Route Principale,Ghazaouet,13,Tlemcen
1057,13048,Tlemcen Chetouane,Rue Independance,Chetouane,13,Tlemcen
1058,13049,Zouia,Rue Zouia,Fellaoucene,13,Tlemcen
1059,13050,Zelboun,Rue De La Poste Centre Zelboune,Mansourah,13,Tlemcen
1060,13051,Zenata,Route Nationale 98,Hennaya,13,Tlemcen
1061,13052,Ain El Houtz,Rue De La Poste,Chetouane,13,Tlemcen
1062,13053,Ain Kebira,Rue De La Poste,Fellaoucene,13,Tlemcen
1063,13054,Ain Nahala,Rue De La Poste,Ain Tellout,13,Tlemcen
1064,13055,Ain Nekrouf,Rue De La Poste,Ain Tellout,13,Tlemcen
1065,13056,Ain Zana Chebikia,Rue De La Poste,Maghnia,13,Tlemcen
1066,13057,Akid Lotfi,Rue De La Poste,Maghnia,13,Tlemcen
1067,13058,Amieur,Rue De La Poste,Chetouane,13,Tlemcen
1068,13059,Belhadji Boucif,Rue De La Poste,Sebdou,13,Tlemcen
1069,13060,Beni Bahdel,Rue De La Poste,Beni Snous,13,Tlemcen
1070,13061,Beni Mester,Rue De La Poste,Mansourah,13,Tlemcen
1071,13062,Bouhenak,Bt I Nâ°1 Cité 500 Logts,Mansourah,13,Tlemcen
1072,13063,Dar Yaghmouracene,Rue De La Poste,Ghazaouet,13,Tlemcen
1073,13064,Djamaa Sekhra,Rue De La Poste,Ghazaouet,13,Tlemcen
1074,13065,Djebra Chelaida,Rue De La Poste,Chetouane,13,Tlemcen
1075,13066,El Bouihi,Rue De La Poste,Sidi Djillali,13,Tlemcen
1076,13067,Ghazaouet Sidi Amar,Rue De La Poste,Ghazaouet,13,Tlemcen
1077,13068,Oued Lakhdar,Rue De La Poste,Ouled Mimoun,13,Tlemcen
1078,13069,Oued Zitoun,Rue De La Poste,Sabra,13,Tlemcen
1079,13070,Ouled Riah,Rue De La Poste,Hennaya,13,Tlemcen
1080,13071,Ramla,Rue De La Poste,Ain Tellout,13,Tlemcen
1081,13072,Sidi Bendiaf,Rue De La Poste,Remchi,13,Tlemcen
1082,13073,Sidi Bounouar,Cité A/Medaghri,Remchi,13,Tlemcen
1083,13074,Sidi Driss,Rue De La Poste,Honnaine,13,Tlemcen
1084,13075,Sidi Mechhor,Rue De La Poste,Maghnia,13,Tlemcen
1085,13076,Sidi Senoussi,Rue De La Poste,Bensekrane,13,Tlemcen
1086,13077,Souk El Khemis,Rue De La Poste,Honnaine,13,Tlemcen
1087,13078,Souk Tlata,Rue De La Poste,Bab El Assa,13,Tlemcen
1088,13079,Terny,Rue De Sebdou,Mansourah,13,Tlemcen
1089,13080,Tleta,Rue De La Poste,Beni Snous,13,Tlemcen
1090,13081,Yembou,Rue De La Poste,Bab El Assa,13,Tlemcen
1091,13082,Zekri Moussa Adjaidja,Rue De Poste,Nedroma,13,Tlemcen
1092,13084,Bouhenak Jasmins,Route De Bensekrane,Mansourah,13,Tlemcen
1093,13085,El Fahs Beni Snous,Cité Les Jasmins,Beni Snous,13,Tlemcen
1094,13086,Ain Isser,Rue De La Mosquee Khemis,Ouled Mimoun,13,Tlemcen
1095,13083,Ouzidane,Beni Smayele,Ouled Mimoun,13,Tlemcen
1096,13087,Sidi Yahia,Route De Sidi Medjahed,Beni Boussaid,13,Tlemcen
1097,13088,Zenata Aeroport,Aeroport,Hennaya,13,Tlemcen
1098,13089,Bekhata,Route De Sabra,Ghazaouet,13,Tlemcen
1099,13090,Ouchba,Route De Chetouane,Chetouane,13,Tlemcen
1100,13091,Maghnia Cadi,Cité Cadi,Maghnia,13,Tlemcen
1101,13092,Tlemcen Abou Tachfine,APC Abou Tachfine,Maghnia,13,Tlemcen
1102,13093,Tlemcen Oudjlida,Cité Oudjlida,Maghnia,13,Tlemcen
1103,13094,Tlemcen Ben Bouali,Universite Abou Bakr Belkaid,Chetouane,13,Tlemcen
1104,13095,Tlemcen Belmimoune,Universite Abou Bakr Belkaid,Chetouane,13,Tlemcen
1105,13096,Tlemcen Bekhti,Universite Abou Bakr Belkaid,Chetouane,13,Tlemcen
1106,13097,Compus Tlemcen,Universite Abou Bakr Belkaid,Chetouane,13,Tlemcen
1107,13098,Residence Universitaire Mansourah Iii,Universite Abou Bakr Belkaid,Mansourah,13,Tlemcen
1108,13099,Residence Universitaire Tidjani Heddam,Universite Abou Bakr Belkaid,Chetouane,13,Tlemcen
1109,13100,Residence Universitaire Mansourah 900 Lits,Universite Abou Bakr Belkaid,Mansourah,13,Tlemcen
1110,13101,Residence Universitaire Maliha Hamidou,Universite Abou Bakr Belkaid,Tlemcen,13,Tlemcen
1111,13102,Residence Universitaire Malika Kaid,Universite Abou Bakr Belkaid,Tlemcen,13,Tlemcen
1112,13103,Tlemcen Terre,Tlemcen Terre,Maghnia,13,Tlemcen
1113,13104,Residence Universitaire Soufi Menouar,Universite Abou Bakr Belkaid Chetouane,Remchi,13,Tlemcen
1114,13105,Maghnia 500 Lits,Route De Oudjda Maghnia Azzouni,Maghnia,13,Tlemcen
1115,13106,Mansourah Bachir El Ibrahimi,Universite Abou Bakr Belkaid,Mansourah,13,Tlemcen
1116,13107,Mansourah 700 Lits,Universite Abou Bakr Belkaid,Mansourah,13,Tlemcen
1117,13108,Tlemcen Chu,Bel Horizon,Tlemcen,13,Tlemcen
1118,13109,Tlemcen Cour,Rue Derrar Abderrahmane,Tlemcen,13,Tlemcen
1119,13110,Tafesra,"Village De Tafesra,El Azails,Tlemcen",Beni Snous,13,Tlemcen
1120,13111,Koudia,"Cité Koudia,Tlemcen",Tlemcen,13,Tlemcen
1121,13112,Tlemcen Sidi Said,"Localite De Sidi Said,Tlemcen",Tlemcen,13,Tlemcen
1122,13113,Sebdou Dermam,Sebdou Dermam,Sebdou,13,Tlemcen
1123,13114,Tlemcen Gare Routiere,Tlemcen Gare Routiere Aboutachfine,Tlemcen,13,Tlemcen
1124,,Ghenaina,Ghenaina,Tlemcen,13,Tlemcen
1125,,Maghnia Matmore,Rue  0  Cité Matmor,Maghnia,13,Tlemcen
1126,,Tlemcen Agadir,Rue Menouar Omar Agadir,Tlemcen,13,Tlemcen
1127,,Maghnia Betaim,Route De Marsa Ben M'Hidi,Maghnia,13,Tlemcen
1128,,Sidi Boudjenane,Route De Marsa Ben M'Hidi Souani,Bab El Assa,13,Tlemcen
1129,22030,Sidi Djillali,Bvd Yebka Ahmed Cité 456 Logts,Sidi Djillali,13,Tlemcen
1130,31051,Khemisti,Hai Khemisti,Mansourah,13,Tlemcen
1131,34050,Oued Lakhdar,Oued Lakhdar,Ouled Mimoun,13,Tlemcen
1132,38006,Khemisti,Hai 05 Juillet,Mansourah,13,Tlemcen
1133,14000,Tiaret,Boulevard Du 1er Novembre,Tiaret,14,Tiaret
1134,14001,Frenda,Cité Policiere Frenda,Frenda,14,Tiaret
1135,14002,Ksar Chellala,Cité Belle Vue Chellala,Ksar Chellala,14,Tiaret
1136,14003,Sougueur,Boulevard Si Abdelghani,Sougueur,14,Tiaret
1137,14004,Mahdia,Rue Mostapha Benboulaid,Mahdia,14,Tiaret
1138,14005,Rahouia,Rue Capitaine Boucif,Rahouia,14,Tiaret
1139,14006,Tiaret Cnel Boukhari Mustapha,Cité Belle Vue Tiaret,Tiaret,14,Tiaret
1140,14007,Ain Deheb,Rue Emir Abdelkader,Ain Deheb,14,Tiaret
1141,14008,Ain El Hadid,Boulevard Des Martyrs,Frenda,14,Tiaret
1142,14009,Ain Kermes,Rue Capitaine Boucif,Ain Kermes,14,Tiaret
1143,14010,Dahmouni,Rue De La Voctoire,Dahmouni,14,Tiaret
1144,14011,Ksar Chellala El Wiam,Route De Tiaret,Ksar Chellala,14,Tiaret
1145,14012,Mechraa Sfa,Rue Du 05 Juillet,Mechraa Sfa,14,Tiaret
1146,14013,Medrissa,Rue Mansour Med,Ain Kermes,14,Tiaret
1147,14014,Oued Lili,Rue De L'Independance,Oued Lili,14,Tiaret
1148,14015,Takhmaret,Boulevard Des Martyrs,Frenda,14,Tiaret
1149,14016,Tiaret Benamara Djillali,Bd Bouabdelli Bouabdellah,Mechraa Sfa,14,Tiaret
1150,14017,Ain Dzarit,Cité Ziroud Youcef,Mahdia,14,Tiaret
1151,14018,Colonel Bougara,Cité La Revolution,Hamadia,14,Tiaret
1152,14019,Guertoufa,Rue Du 1er Novembre,Rahouia,14,Tiaret
1153,14020,Hamadia,Route De Tissemesilt,Hamadia,14,Tiaret
1154,14021,Kerman,Cité Karman,Tiaret,14,Tiaret
1155,14023,Medroussa,Rue Du 1er Novembre,Medroussa,14,Tiaret
1156,14024,Meghila,Rue Principale,Meghila,14,Tiaret
1157,14025,Mellakou,Rue Omrissi Belkacem,Medroussa,14,Tiaret
1158,14026,Rechaiga,Rue Des Marches,Hamadia,14,Tiaret
1159,14027,Si Abdelghani,Rue Emir Abdelkader,Sougueur,14,Tiaret
1160,14029,Sidi Hosni,Rue Du 1er Novembre,Meghila,14,Tiaret
1161,14030,Si Haoues,Rue Du 1er Novembre,Mahdia,14,Tiaret
1162,14031,Tiaret Bouhenni,Rue Chadli Habib,Tiaret,14,Tiaret
1163,14032,Tiaret Cité Chaib Mohamed,Cité Chaib Med,Tiaret,14,Tiaret
1164,14033,Tiaret Med Boudiaf,Cité Des 282 Logements Prefa,Tiaret,14,Tiaret
1165,14034,Tiaret Tahri Bouabdellah,Rue Hallouz Abed Prolonge,Tiaret,14,Tiaret
1166,14035,Tiaret Universite,Cité Des 500 Logements,Tiaret,14,Tiaret
1167,14036,Tiaret Zaaroura,Hai El Manar,Tiaret,14,Tiaret
1168,14037,Tousnina,Rue Principale,Sougueur,14,Tiaret
1169,14038,Z'Malet El Emir Aek,Rue Du 1er Novembre,Ksar Chellala,14,Tiaret
1170,14040,Ain Bouchekif,Rue Du 1er Novembre,Dahmouni,14,Tiaret
1171,14041,Ain Meriem,Rue Benaicha Ahmed,Dahmouni,14,Tiaret
1172,14042,Ain Radjah,Ain Radjah,Ksar Chellala,14,Tiaret
1173,14043,Ain Sebain,Rue Des Martyrs,Mahdia,14,Tiaret
1174,14044,Ain Si Mesbah,Village Agricole Rte De Sougueur,Tiaret,14,Tiaret
1175,14045,Bounoual,Route De Mascara,Frenda,14,Tiaret
1176,14046,Chehaima,Rue Houari Boumediene,Ain Deheb,14,Tiaret
1177,14047,Dayet Terfes,Village Agricole .,Mahdia,14,Tiaret
1178,14048,Djillali Ben Amar,Rue Principale,Mechraa Sfa,14,Tiaret
1179,14049,Faidja,Rue A A Cote De La Gendarmerie,Sougueur,14,Tiaret
1180,14050,Frenda Emir Abdelkader,Rue Principale,Frenda,14,Tiaret
1181,14051,Fritissa,Route De Serguine,Ksar Chellala,14,Tiaret
1182,14052,Kerroum Amar,Hai El Jamil,Ain Deheb,14,Tiaret
1183,14053,Kharrouba,Village Agricole,Mechraa Sfa,14,Tiaret
1184,14054,Kherbet Ouled Bouziane,Rue Principale,Dahmouni,14,Tiaret
1185,14055,Madna,Rue Mohmaed Boudiaf,Ain Kermes,14,Tiaret
1186,14056,Mahdia Emir Abdelkader,Rue Emir Abdelkader,Mahdia,14,Tiaret
1187,14057,El Melaab,Route De Mascara,Frenda,14,Tiaret
1188,14058,Nadorah,Hai Moulayet Habib,Mahdia,14,Tiaret
1189,14059,Nador M'Naouer,Village Agricole,Sougueur,14,Tiaret
1190,14060,Naima,Rue Chebil Abdelkader,Ain Deheb,14,Tiaret
1191,14061,Rosfa,Village Rosfa,Ain Kermes,14,Tiaret
1192,14063,Serguine,Commune De Serguine,Ksar Chellala,14,Tiaret
1193,14064,Sidi Ali Mellal,Cité Des 20 Logements,Oued Lili,14,Tiaret
1194,14065,Sidi Bakhti,Rue Sbaa Meziane,Medroussa,14,Tiaret
1195,14066,Sougueur Cité Safa Abdelkader,Cité Safa Abdelkader,Sougueur,14,Tiaret
1196,14067,Sougueur Amirouche,Rue Lalla Fatma,Sougueur,14,Tiaret
1197,14068,Tagdempt,Rue Principale A Cote A.P.C,Mechraa Sfa,14,Tiaret
1198,14069,Tazaka,Route De Saida,Frenda,14,Tiaret
1199,14070,Temda,Cité Menaoueur Abdelkader,Rahouia,14,Tiaret
1200,14071,Tidda,Rue Principale,Oued Lili,14,Tiaret
1201,14072,Frenda Ibn Khaldoun,Rue Capitaine Boucif,Frenda,14,Tiaret
1202,14073,Kaid Ahmed,Aadl Route D'Alger,Tiaret,14,Tiaret
1203,14074,Hamadia El Hidhab,Rue Bounaama Djillali,Hamadia,14,Tiaret
1204,14075,Tiaret Sidi Khaled,Cité Marie Curie,Tiaret,14,Tiaret
1205,14076,Tiaret Ibn Khaldoun,Centre Universitaire Tiaret,Tiaret,14,Tiaret
1206,14077,Tiaret Campus,Centre Universitaire Tiaret,Tiaret,14,Tiaret
1207,14078,Tiaret Khalil Habib,Centre Universitaire Tiaret,Tiaret,14,Tiaret
1208,14079,Torriche,Torriche,Tiaret,14,Tiaret
1209,14080,Ain Kermes 05 Juillet 1962,,Ain Kermes,14,Tiaret
1210,14081,Medrissa Ennadjah,,Ain Kermes,14,Tiaret
1211,,Tiaret Cherif Djaghri,Secteur Militaire,Tiaret,14,Tiaret
1212,31078,Mahdia,Douar Mahdia,Mahdia,14,Tiaret
1213,31081,Sidi Bakhti,Douar Sidi Bakhti,Medroussa,14,Tiaret
1214,15000,Tizi Ouzou,"Bd Colonnel Amirouche T,O",Tizi Ouzou,15,Tizi Ouzou
1215,15001,Azazga Cherifi Ali Ibn Arezki,Cherifi Ali Tizi Bouchene,Azazga,15,Tizi Ouzou
1216,15002,Ain El Hammam,"Rue, 1er Novembre",Ain El Hammam,15,Tizi Ouzou
1217,15003,Boghni,"Reu, Amiche Ahcene",Boghni,15,Tizi Ouzou
1218,15004,Draa Ben Khedda,Bd Colonel Amirouche,Draa Ben Khedda,15,Tizi Ouzou
1219,15005,Draa El Mizan,Route Principale,Draa El Mizan,15,Tizi Ouzou
1220,15006,Larbaa Nath Irathen,Bd Colonel Amirouche,Larbaa Nath Iraten,15,Tizi Ouzou
1221,15007,Tizi Ouzou Annane Rabah,Nvlle Ville,Tizi Ouzou,15,Tizi Ouzou
1222,15008,Tizi Ouzou Chikh Amar Oumhand,Rue Suiobes Rabah Ex Bd Est,Tizi Ouzou,15,Tizi Ouzou
1223,15009,Ait Ikhlef,Bd Colonel Mohand Oulhadi,Bouzeguene,15,Tizi Ouzou
1224,15010,Azeffoun Illouli Said Et Mohamed,Rue De La Poste,Azeffoun,15,Tizi Ouzou
1225,15011,Beni Douala,Beni Douala Centre,Beni Douala,15,Tizi Ouzou
1226,15012,Freha,Freha Centre,Azazga,15,Tizi Ouzou
1227,15013,Iferhounene,Avenue Du 20 Aout,Iferhounene,15,Tizi Ouzou
1228,15014,Mekla,Mekla Centre,Mekla,15,Tizi Ouzou
